month,category,segment,product_count,stock_on_hand,units_received,units_sold,stockout_days,avg_days_of_supply,avg_fill_rate,stockout_flag_share,overstock_flag_share,reorder_flag_share,avg_sell_through_rate
2019-12-01,Streetwear,Everyday,89,25436,515,458,90,2743.6775280898873,0.9662932584269663,0.6853932584269663,0.9213483146067416,0.0,0.05754943820224719
2019-12-01,Streetwear,Performance,55,17660,339,300,63,2118.1436363636362,0.9618181818181818,0.7636363636363637,0.8363636363636363,0.0,0.09725090909090908
2019-12-01,Streetwear,Standard,22,779,51,50,25,519.5454545454545,0.9621181818181818,0.7272727272727273,0.8636363636363636,0.0,0.12307272727272726
2020-01-01,Casual,Activewear,4,51,15,14,4,157.5,0.966675,0.75,0.5,0.0,0.25045
2020-01-01,Casual,All-weather,29,3341,102,98,36,1174.1000000000001,0.9586172413793104,0.7931034482758621,0.7931034482758621,0.0,0.09443103448275862
2020-01-01,GenZ,Trendy,30,5162,95,88,33,2028.6033333333332,0.9633299999999999,0.7,0.8666666666666667,0.0,0.07615666666666666
2020-01-01,Outdoor,Activewear,108,37194,761,678,99,1811.927777777778,0.9694453703703704,0.6203703703703703,0.8796296296296297,0.0,0.07524074074074073
2020-01-01,Outdoor,Premium,19,4858,126,110,12,2376.3105263157895,0.9789526315789474,0.3684210526315789,0.8947368421052632,0.0,0.0827842105263158
2020-01-01,Streetwear,Balanced,47,11536,525,456,45,1030.0553191489362,0.9680787234042553,0.574468085106383,0.8723404255319149,0.0,0.09682340425531914
2020-01-01,Streetwear,Everyday,82,25534,444,399,84,3185.128048780488,0.9658573170731707,0.7195121951219512,0.9634146341463414,0.0,0.04926951219512195
2020-01-01,Streetwear,Performance,46,16368,274,245,47,2001.408695652174,0.9659369565217392,0.6304347826086957,0.8913043478260869,0.0,0.08572173913043478
2020-01-01,Streetwear,Standard,18,864,30,30,15,844.4444444444445,0.9722222222222222,0.5555555555555556,0.9444444444444444,0.0,0.07158333333333333
2020-02-01,Casual,Activewear,2,15,4,4,2,112.5,0.96665,0.5,1.0,0.0,0.2111
2020-02-01,Casual,All-weather,32,3277,118,110,35,1295.9875,0.963540625,0.71875,0.75,0.0,0.119296875
2020-02-01,GenZ,Trendy,36,5637,135,127,38,1258.486111111111,0.9648138888888889,0.6944444444444444,0.8611111111111112,0.0,0.09349722222222222
2020-02-01,Outdoor,Activewear,118,39282,793,698,105,2431.7186440677965,0.9703449152542373,0.652542372881356,0.9067796610169492,0.0,0.0699415254237288
2020-02-01,Outdoor,Premium,22,5295,211,185,27,999.7227272727273,0.9591000000000001,0.9090909090909091,0.8636363636363636,0.0,0.08639545454545455
2020-02-01,Streetwear,Balanced,51,12004,652,563,43,831.4313725490196,0.9719019607843137,0.6274509803921569,0.9019607843137255,0.0,0.10728627450980394
2020-02-01,Streetwear,Everyday,90,24339,634,558,84,2436.9933333333333,0.9688855555555557,0.5777777777777777,0.9333333333333333,0.0,0.06548555555555556
2020-02-01,Streetwear,Performance,56,17589,380,331,62,1665.4624999999999,0.9631053571428572,0.7678571428571429,0.8928571428571429,0.0,0.09081964285714285
2020-02-01,Streetwear,Standard,19,729,37,36,19,676.1578947368421,0.9666631578947369,0.631578947368421,0.7368421052631579,0.0,0.13207368421052632
2020-03-01,Casual,Activewear,8,128,18,18,6,217.5,0.975,0.5,0.75,0.0,0.1657125
2020-03-01,Casual,All-weather,34,3530,257,220,42,548.5,0.9588147058823528,0.7352941176470589,0.7941176470588235,0.0,0.14228823529411763
2020-03-01,GenZ,Trendy,46,6062,204,183,39,965.0673913043478,0.9717478260869565,0.6521739130434783,0.782608695652174,0.0,0.11888695652173913
2020-03-01,Outdoor,Activewear,122,38600,1091,948,117,1415.5336065573772,0.9680344262295082,0.6557377049180327,0.860655737704918,0.0,0.09273688524590164
2020-03-01,Outdoor,Premium,21,5024,310,263,25,996.3190476190476,0.9603285714285713,0.6666666666666666,0.7619047619047619,0.0,0.13246666666666668
2020-03-01,Streetwear,Balanced,61,12802,1116,953,69,739.4606557377049,0.962288524590164,0.6885245901639344,0.7704918032786885,0.0,0.15834098360655738
2020-03-01,Streetwear,Everyday,117,27727,1261,1103,131,1368.3145299145299,0.9626794871794871,0.6923076923076923,0.8290598290598291,0.0,0.11091111111111111
2020-03-01,Streetwear,Performance,60,18445,808,691,76,1158.3283333333334,0.95778,0.7,0.8333333333333334,0.0,0.11977333333333333
2020-03-01,Streetwear,Standard,23,865,91,84,16,412.7173913043478,0.9768173913043477,0.5217391304347826,0.6956521739130435,0.0,0.16981739130434784
2020-04-01,Casual,Activewear,8,130,28,26,9,341.725,0.9625125,0.875,0.75,0.0,0.2003875
2020-04-01,Casual,All-weather,34,3575,373,323,37,324.43529411764706,0.9637205882352942,0.6764705882352942,0.7058823529411765,0.0,0.16631176470588235
2020-04-01,GenZ,Trendy,54,6624,411,352,55,710.45,0.9660462962962962,0.6481481481481481,0.7407407407407407,0.0,0.1501074074074074
2020-04-01,Outdoor,Activewear,142,41936,1608,1374,149,1395.531690140845,0.9650232394366197,0.676056338028169,0.8309859154929577,0.0,0.11765140845070424
2020-04-01,Outdoor,Premium,25,5487,402,350,33,679.828,0.955996,0.72,0.88,0.0,0.11859600000000001
2020-04-01,Streetwear,Balanced,58,12837,1725,1431,84,587.6827586206896,0.9517189655172413,0.7068965517241379,0.7068965517241379,0.0,0.21186724137931034
2020-04-01,Streetwear,Everyday,126,29420,2050,1760,167,1077.2261904761904,0.9558182539682539,0.6904761904761905,0.7857142857142857,0.0,0.1346
2020-04-01,Streetwear,Performance,69,18626,1291,1101,116,678.6376811594203,0.9439550724637682,0.6956521739130435,0.7246376811594203,0.0,0.16405217391304347
2020-04-01,Streetwear,Standard,30,985,178,156,28,193.67333333333332,0.9688866666666667,0.6,0.5666666666666667,0.0,0.2218
2020-05-01,Casual,Activewear,6,105,33,28,7,335.0,0.9611000000000001,0.5,0.6666666666666666,0.0,0.21418333333333336
2020-05-01,Casual,All-weather,36,4031,342,295,37,567.7916666666666,0.9657416666666667,0.6666666666666666,0.7222222222222222,0.0,0.16924444444444445
2020-05-01,GenZ,Trendy,51,6897,396,361,60,853.4725490196079,0.9607803921568627,0.7450980392156863,0.7058823529411765,0.0,0.1464058823529412
2020-05-01,Outdoor,Activewear,140,43353,1483,1282,128,1273.555,0.9695228571428572,0.6,0.8857142857142857,0.0,0.09089
2020-05-01,Outdoor,Premium,24,5792,409,344,24,875.0625,0.9666708333333333,0.7083333333333334,0.7916666666666666,0.0,0.12605416666666666
2020-05-01,Streetwear,Balanced,63,12877,1540,1297,65,542.2111111111111,0.9656111111111111,0.5873015873015873,0.6666666666666666,0.0,0.19037777777777778
2020-05-01,Streetwear,Everyday,120,28456,1801,1548,153,963.9991666666666,0.9575,0.725,0.7833333333333333,0.0,0.1197525
2020-05-01,Streetwear,Performance,73,18850,976,860,82,735.0876712328767,0.9625575342465753,0.6301369863013698,0.7123287671232876,0.0,0.1526013698630137
2020-05-01,Streetwear,Standard,29,980,130,117,29,323.11034482758623,0.9666724137931034,0.7241379310344828,0.5172413793103449,0.0,0.21048965517241378
2020-06-01,Casual,Activewear,8,136,29,28,9,215.0,0.9625,0.75,0.5,0.0,0.22605
2020-06-01,Casual,All-weather,27,3456,244,214,30,506.7074074074074,0.9629629629629629,0.7407407407407407,0.8148148148148148,0.0,0.1326111111111111
2020-06-01,GenZ,Trendy,53,6310,419,370,58,453.16037735849056,0.9635226415094339,0.6792452830188679,0.6415094339622641,0.0,0.17705849056603773
2020-06-01,Outdoor,Activewear,128,38835,929,814,140,1535.3515625,0.96354375,0.75,0.8515625,0.0,0.09293203125
2020-06-01,Outdoor,Premium,20,5463,200,175,27,1015.07,0.954995,0.75,0.85,0.0,0.089955
2020-06-01,Streetwear,Balanced,62,13405,1320,1099,73,764.2983870967741,0.9607532258064516,0.6935483870967742,0.7903225806451613,0.0,0.15363225806451614
2020-06-01,Streetwear,Everyday,118,29283,1396,1218,118,1667.8110169491524,0.9666677966101695,0.6694915254237288,0.847457627118644,0.0,0.10860508474576272
2020-06-01,Streetwear,Performance,65,18638,860,737,66,903.8184615384616,0.9661569230769231,0.676923076923077,0.7076923076923077,0.0,0.1441907692307692
2020-06-01,Streetwear,Standard,23,864,99,92,24,394.97391304347826,0.9652173913043478,0.6956521739130435,0.6956521739130435,0.0,0.1707
2020-07-01,Casual,Activewear,6,73,24,22,7,110.83333333333333,0.9611166666666667,0.8333333333333334,0.3333333333333333,0.0,0.23988333333333334
2020-07-01,Casual,All-weather,33,3116,257,230,31,354.6969696969697,0.9686818181818182,0.5757575757575758,0.7878787878787878,0.0,0.14147272727272725
2020-07-01,GenZ,Trendy,57,6417,471,410,46,486.53684210526313,0.9731087719298245,0.631578947368421,0.6140350877192983,0.0,0.1838578947368421
2020-07-01,Outdoor,Activewear,114,42178,783,688,114,2930.5745614035086,0.9666640350877194,0.6403508771929824,0.9210526315789473,0.0,0.05940438596491228
2020-07-01,Outdoor,Premium,22,5488,199,178,26,955.1227272727273,0.960609090909091,0.8181818181818182,0.8636363636363636,0.0,0.09104090909090909
2020-07-01,Streetwear,Balanced,58,12841,1078,944,54,565.9672413793103,0.9689655172413794,0.5862068965517241,0.7931034482758621,0.0,0.14299137931034483
2020-07-01,Streetwear,Everyday,109,28890,1441,1250,107,1567.3577981651376,0.9672798165137614,0.6605504587155964,0.8532110091743119,0.0,0.1061651376146789
2020-07-01,Streetwear,Performance,61,19005,764,654,62,1275.4934426229509,0.9661229508196721,0.6557377049180327,0.7377049180327869,0.0,0.13158524590163934
2020-07-01,Streetwear,Standard,28,1005,106,96,27,417.3,0.9678678571428572,0.75,0.75,0.0,0.16569285714285714
2020-08-01,Casual,Activewear,6,130,28,24,5,385.5,0.9722333333333334,0.6666666666666666,0.6666666666666666,0.0,0.18278333333333333
2020-08-01,Casual,All-weather,38,4106,265,237,46,646.9657894736843,0.9596500000000001,0.7894736842105263,0.7105263157894737,0.0,0.14539736842105264
2020-08-01,GenZ,Trendy,52,6410,517,445,56,431.0692307692307,0.9641000000000001,0.6923076923076923,0.6923076923076923,0.0,0.18895
2020-08-01,Outdoor,Activewear,134,43605,920,814,127,1859.0149253731342,0.9684126865671642,0.6791044776119403,0.8432835820895522,0.0,0.08126194029850746
2020-08-01,Outdoor,Premium,27,5727,263,224,28,982.0925925925926,0.9654296296296296,0.6666666666666666,0.8148148148148148,0.0,0.1267962962962963
2020-08-01,Streetwear,Balanced,64,13550,1601,1349,64,605.6890625,0.96666875,0.6875,0.75,0.0,0.1702921875
2020-08-01,Streetwear,Everyday,125,31158,1547,1345,115,1788.0303999999999,0.9693343999999999,0.624,0.808,0.0,0.1160288
2020-08-01,Streetwear,Performance,71,19557,819,723,77,988.6901408450705,0.9638507042253522,0.704225352112676,0.7464788732394366,0.0,0.14501267605633802
2020-08-01,Streetwear,Standard,30,1030,133,119,25,449.56666666666666,0.97222,0.5333333333333333,0.6,0.0,0.18664333333333336
2020-09-01,Casual,Activewear,6,78,19,18,6,151.33333333333334,0.96665,0.5,0.6666666666666666,0.0,0.18115
2020-09-01,Casual,All-weather,30,3169,163,150,29,691.2533333333333,0.9677766666666667,0.6333333333333333,0.7666666666666667,0.0,0.13330999999999998
2020-09-01,GenZ,Trendy,47,6664,300,267,44,798.2553191489362,0.9688021276595745,0.7021276595744681,0.7446808510638298,0.0,0.13600212765957448
2020-09-01,Outdoor,Activewear,118,38541,626,558,128,2868.9593220338984,0.9638415254237288,0.7203389830508474,0.8983050847457628,0.0,0.07307118644067798
2020-09-01,Outdoor,Premium,27,5561,161,142,26,1369.788888888889,0.9679074074074074,0.7037037037037037,0.7407407407407407,0.0,0.12912962962962962
2020-09-01,Streetwear,Balanced,61,13327,1053,900,61,531.1836065573771,0.9666721311475409,0.7213114754098361,0.7868852459016393,0.0,0.1377032786885246
2020-09-01,Streetwear,Everyday,98,26905,971,842,99,1610.2051020408164,0.9663234693877552,0.6428571428571429,0.9183673469387755,0.0,0.0841061224489796
2020-09-01,Streetwear,Performance,55,17874,437,386,58,1308.9963636363636,0.9648490909090909,0.7090909090909091,0.8,0.0,0.12012181818181818
2020-09-01,Streetwear,Standard,23,735,84,76,23,355.0521739130435,0.9666739130434783,0.7391304347826086,0.7391304347826086,0.0,0.15643478260869564
2020-10-01,Casual,Activewear,4,40,6,6,5,195.0,0.958325,0.75,1.0,0.0,0.134175
2020-10-01,Casual,All-weather,30,3380,122,112,38,889.61,0.9577733333333334,0.8,0.8333333333333334,0.0,0.10379999999999999
2020-10-01,GenZ,Trendy,46,6207,238,218,41,841.7021739130436,0.9702956521739131,0.6521739130434783,0.7391304347826086,0.0,0.14271956521739132
2020-10-01,Outdoor,Activewear,110,42000,672,594,108,3301.3018181818184,0.9672718181818182,0.6454545454545455,0.9636363636363636,0.0,0.04706
2020-10-01,Outdoor,Premium,23,5549,212,186,25,1188.591304347826,0.9637652173913043,0.6521739130434783,0.7391304347826086,0.0,0.1534173913043478
2020-10-01,Streetwear,Balanced,58,13477,806,702,57,783.8172413793104,0.9672379310344827,0.5862068965517241,0.7931034482758621,0.0,0.1451706896551724
2020-10-01,Streetwear,Everyday,103,27716,737,655,88,2119.23786407767,0.9715233009708738,0.5922330097087378,0.9029126213592233,0.0,0.06937669902912622
2020-10-01,Streetwear,Performance,50,18081,357,307,51,1632.494,0.966002,0.7,0.84,0.0,0.10658
2020-10-01,Streetwear,Standard,21,638,57,55,17,425.14285714285717,0.9730285714285714,0.6666666666666666,0.7619047619047619,0.0,0.15447619047619046
2020-11-01,Casual,Activewear,6,79,17,16,6,274.1666666666667,0.9666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.16241666666666668
2020-11-01,Casual,All-weather,26,3417,107,101,24,1031.7846153846153,0.9692423076923077,0.7307692307692307,0.8461538461538461,0.0,0.09855384615384614
2020-11-01,GenZ,Trendy,43,6455,158,143,39,1216.4813953488372,0.9697697674418605,0.627906976744186,0.8604651162790697,0.0,0.09280232558139535
2020-11-01,Outdoor,Activewear,102,39840,719,630,100,2526.5745098039215,0.9673235294117647,0.6862745098039216,0.9313725490196079,0.0,0.05875
2020-11-01,Outdoor,Premium,24,5585,243,210,25,948.3916666666668,0.9652875000000001,0.7916666666666666,0.7083333333333334,0.0,0.15285
2020-11-01,Streetwear,Balanced,54,13006,568,495,62,929.4,0.9617240740740741,0.6851851851851852,0.8333333333333334,0.0,0.11370185185185185
2020-11-01,Streetwear,Everyday,84,24050,395,358,84,2818.3666666666663,0.9666666666666667,0.6666666666666666,0.9523809523809523,0.0,0.05268333333333333
2020-11-01,Streetwear,Performance,44,17363,233,209,44,2328.0795454545455,0.9666636363636364,0.6363636363636364,0.9772727272727273,0.0,0.05899318181818181
2020-11-01,Streetwear,Standard,19,803,41,40,14,635.921052631579,0.9754421052631579,0.5263157894736842,0.7894736842105263,0.0,0.12803684210526317
2020-12-01,Casual,Activewear,2,29,4,4,1,217.5,0.98335,0.5,1.0,0.0,0.1222
2020-12-01,Casual,All-weather,30,3938,126,117,21,1377.21,0.9766733333333334,0.5333333333333333,0.8333333333333334,0.0,0.09154333333333332
2020-12-01,GenZ,Trendy,37,6176,219,197,38,1013.6243243243243,0.9657621621621623,0.6486486486486487,0.8648648648648649,0.0,0.09964054054054054
2020-12-01,Outdoor,Activewear,138,43124,1870,1604,130,1328.9492753623188,0.9686007246376811,0.644927536231884,0.8115942028985508,0.0,0.10162391304347826
2020-12-01,Outdoor,Premium,25,5980,294,248,26,1032.724,0.9653320000000001,0.68,0.8,0.0,0.113172
2020-12-01,Streetwear,Balanced,54,13555,564,490,48,933.0574074074074,0.9703722222222223,0.6111111111111112,0.8518518518518519,0.0,0.10527962962962964
2020-12-01,Streetwear,Everyday,84,24711,429,390,89,3426.5059523809523,0.9646750000000001,0.6309523809523809,0.9285714285714286,0.0,0.05548095238095238
2020-12-01,Streetwear,Performance,55,19580,295,263,61,2600.7218181818184,0.9630272727272726,0.7090909090909091,0.8363636363636363,0.0,0.08116
2020-12-01,Streetwear,Standard,21,660,45,45,21,530.0952380952381,0.9666619047619048,0.6190476190476191,0.8571428571428571,0.0,0.12491904761904762
2021-01-01,Casual,Activewear,6,97,6,6,1,485.0,0.99445,0.16666666666666666,1.0,0.0,0.07808333333333334
2021-01-01,Casual,All-weather,29,3439,118,108,21,1064.5551724137931,0.9758689655172413,0.5517241379310345,0.7586206896551724,0.0,0.11668620689655172
2021-01-01,GenZ,Trendy,32,6063,88,83,38,2440.334375,0.960415625,0.78125,0.90625,0.0,0.0707375
2021-01-01,Outdoor,Activewear,110,35491,569,500,109,2468.2045454545455,0.9669663636363636,0.6272727272727273,0.8818181818181818,0.0,0.06896545454545454
2021-01-01,Outdoor,Premium,19,5403,138,124,27,2001.478947368421,0.952621052631579,0.8421052631578947,0.8421052631578947,0.0,0.1062421052631579
2021-01-01,Streetwear,Balanced,49,13316,560,480,47,1157.726530612245,0.9680326530612244,0.6938775510204082,0.9183673469387755,0.0,0.09531020408163265
2021-01-01,Streetwear,Everyday,74,23796,399,357,85,3442.9283783783785,0.9617108108108109,0.7567567567567568,0.9864864864864865,0.0,0.04553783783783784
2021-01-01,Streetwear,Performance,40,17185,225,198,41,2424.9625,0.9658325,0.675,0.75,0.0,0.0986175
2021-01-01,Streetwear,Standard,18,490,26,26,15,616.6666666666666,0.9722222222222222,0.5555555555555556,0.7777777777777778,0.0,0.11233888888888889
2021-02-01,Casual,Activewear,6,73,8,8,7,292.5,0.9611000000000001,0.6666666666666666,0.6666666666666666,0.0,0.14076666666666668
2021-02-01,Casual,All-weather,34,3695,189,169,27,672.9441176470588,0.9735264705882353,0.5,0.7352941176470589,0.0,0.1287058823529412
2021-02-01,GenZ,Trendy,41,6139,154,141,44,1460.7560975609756,0.9642243902439025,0.6829268292682927,0.7804878048780488,0.0,0.10583902439024391
2021-02-01,Outdoor,Activewear,112,38072,689,608,107,2392.2678571428573,0.9681535714285714,0.625,0.8928571428571429,0.0,0.06888214285714286
2021-02-01,Outdoor,Premium,21,5654,170,148,18,1815.5666666666668,0.9714333333333334,0.6190476190476191,0.8095238095238095,0.0,0.09456666666666666
2021-02-01,Streetwear,Balanced,53,13601,772,669,68,872.4433962264151,0.957233962264151,0.7924528301886793,0.7924528301886793,0.0,0.14940943396226417
2021-02-01,Streetwear,Everyday,99,27382,728,641,96,2266.5555555555557,0.9676787878787879,0.6666666666666666,0.8787878787878788,0.0,0.07918383838383838
2021-02-01,Streetwear,Performance,52,17610,395,348,45,1340.8211538461537,0.9711576923076923,0.6153846153846154,0.8653846153846154,0.0,0.09829423076923077
2021-02-01,Streetwear,Standard,22,907,68,65,25,553.8863636363636,0.9621181818181818,0.7272727272727273,0.7272727272727273,0.0,0.14804545454545456
2021-03-01,Casual,Activewear,8,128,28,26,6,305.425,0.975,0.5,0.75,0.0,0.1620875
2021-03-01,Casual,All-weather,34,3710,348,301,42,390.05,0.9588117647058825,0.7058823529411765,0.6764705882352942,0.0,0.16715
2021-03-01,GenZ,Trendy,56,6426,430,376,66,448.63214285714287,0.9607107142857142,0.5714285714285714,0.6964285714285714,0.0,0.17559107142857142
2021-03-01,Outdoor,Activewear,152,41754,1267,1102,158,1396.228947368421,0.9653526315789474,0.6710526315789473,0.8092105263157895,0.0,0.10613815789473684
2021-03-01,Outdoor,Premium,28,5633,279,243,28,777.0035714285714,0.9666678571428572,0.6785714285714286,0.6428571428571429,0.0,0.16411785714285715
2021-03-01,Streetwear,Balanced,60,14193,1221,1025,69,731.7583333333333,0.9616716666666666,0.6666666666666666,0.75,0.0,0.15522166666666667
2021-03-01,Streetwear,Everyday,114,28673,1309,1144,112,1453.3236842105262,0.9672482456140351,0.6140350877192983,0.8333333333333334,0.0,0.10633333333333334
2021-03-01,Streetwear,Performance,68,19580,902,785,74,911.4529411764706,0.9637264705882354,0.6764705882352942,0.7352941176470589,0.0,0.14326617647058826
2021-03-01,Streetwear,Standard,31,1195,122,111,36,624.5967741935484,0.9612935483870968,0.8064516129032258,0.6774193548387096,0.0,0.1637709677419355
2021-04-01,Casual,Activewear,6,81,16,16,3,145.0,0.9833333333333334,0.3333333333333333,0.6666666666666666,0.0,0.1833
2021-04-01,Casual,All-weather,42,4072,433,378,51,405.9190476190476,0.9595190476190476,0.7142857142857143,0.5952380952380952,0.0,0.21309285714285714
2021-04-01,GenZ,Trendy,57,6567,580,492,54,349.77543859649126,0.968421052631579,0.631578947368421,0.6491228070175439,0.0,0.19077192982456143
2021-04-01,Outdoor,Activewear,130,41316,1268,1098,160,1538.503846153846,0.9589738461538462,0.6923076923076923,0.7923076923076923,0.0,0.10846076923076924
2021-04-01,Outdoor,Premium,32,6530,302,259,30,1146.890625,0.968753125,0.65625,0.8125,0.0,0.1250625
2021-04-01,Streetwear,Balanced,62,14010,1727,1458,142,446.90967741935486,0.9236548387096774,0.7903225806451613,0.6129032258064516,0.0,0.21686451612903226
2021-04-01,Streetwear,Everyday,114,27559,1809,1549,141,1110.0131578947369,0.9587719298245614,0.6754385964912281,0.7543859649122807,0.0,0.13643947368421053
2021-04-01,Streetwear,Performance,74,20261,1147,985,82,1207.7635135135135,0.963060810810811,0.6891891891891891,0.6486486486486487,0.0,0.1787202702702703
2021-04-01,Streetwear,Standard,31,1072,189,169,25,394.5,0.9731193548387096,0.5483870967741935,0.4838709677419355,0.0,0.23544516129032259
2021-05-01,Casual,Activewear,10,148,28,26,8,323.14,0.9733499999999999,0.7,0.6,0.0,0.15667
2021-05-01,Casual,All-weather,39,3831,362,315,43,557.5384615384615,0.9632461538461539,0.6923076923076923,0.6153846153846154,0.0,0.19217692307692308
2021-05-01,GenZ,Trendy,55,7224,521,449,54,858.9963636363636,0.9672763636363637,0.6545454545454545,0.6545454545454545,0.0,0.18060181818181817
2021-05-01,Outdoor,Activewear,104,39541,920,798,119,2145.5134615384613,0.9618576923076922,0.75,0.8653846153846154,0.0,0.08639903846153846
2021-05-01,Outdoor,Premium,25,5766,188,171,26,1165.096,0.965332,0.68,0.84,0.0,0.10174
2021-05-01,Streetwear,Balanced,59,14059,1582,1321,93,337.7542372881356,0.9474542372881356,0.6949152542372882,0.6271186440677966,0.0,0.20070000000000002
2021-05-01,Streetwear,Everyday,107,26859,1666,1422,130,1403.2803738317757,0.9595009345794393,0.6915887850467289,0.7476635514018691,0.0,0.14795794392523365
2021-05-01,Streetwear,Performance,65,18927,944,802,98,866.7538461538461,0.94974,0.7384615384615385,0.6307692307692307,0.0,0.18730153846153846
2021-05-01,Streetwear,Standard,27,1067,160,142,40,410.9259259259259,0.9506148148148148,0.7407407407407407,0.5925925925925926,0.0,0.2121962962962963
2021-06-01,Casual,Activewear,8,101,12,12,6,296.25,0.975,0.5,1.0,0.0,0.11195
2021-06-01,Casual,All-weather,40,3489,311,283,32,331.9225,0.9733375000000001,0.575,0.6,0.0,0.19937
2021-06-01,GenZ,Trendy,62,7187,550,480,79,685.7306451612902,0.9575258064516129,0.8064516129032258,0.6612903225806451,0.0,0.19138387096774193
2021-06-01,Outdoor,Activewear,114,37437,895,788,133,1377.7350877192982,0.9611131578947368,0.6929824561403509,0.8771929824561403,0.0,0.08902105263157895
2021-06-01,Outdoor,Premium,25,5945,185,159,29,1888.98,0.9613280000000001,0.72,0.92,0.0,0.10017200000000001
2021-06-01,Streetwear,Balanced,64,14418,1739,1461,99,355.4546875,0.948440625,0.765625,0.625,0.0,0.198490625
2021-06-01,Streetwear,Everyday,107,27669,1778,1519,127,1366.6766355140187,0.9604355140186915,0.7009345794392523,0.7476635514018691,0.0,0.1438121495327103
2021-06-01,Streetwear,Performance,72,18709,986,838,105,744.0555555555555,0.9513874999999999,0.6805555555555556,0.625,0.0,0.19416527777777778
2021-06-01,Streetwear,Standard,28,1087,149,133,36,368.9607142857143,0.9571357142857143,0.6071428571428571,0.75,0.0,0.19210714285714284
2021-07-01,Casual,Activewear,4,71,8,8,5,367.5,0.95835,1.0,1.0,0.0,0.10245
2021-07-01,Casual,All-weather,37,3404,237,211,39,460.1918918918918,0.9648675675675675,0.5945945945945946,0.6756756756756757,0.0,0.1817837837837838
2021-07-01,GenZ,Trendy,58,6705,463,408,57,589.8689655172413,0.9672413793103448,0.6551724137931034,0.7068965517241379,0.0,0.1629
2021-07-01,Outdoor,Activewear,96,38537,672,590,88,2872.2802083333336,0.9694437499999999,0.6041666666666666,0.8229166666666666,0.0,0.10013125
2021-07-01,Outdoor,Premium,21,4985,145,127,22,1248.4809523809522,0.9650714285714286,0.6190476190476191,0.7142857142857143,0.0,0.11381428571428572
2021-07-01,Streetwear,Balanced,67,14859,1512,1295,77,572.2835820895523,0.9616955223880597,0.6417910447761194,0.6567164179104478,0.0,0.19305671641791045
2021-07-01,Streetwear,Everyday,104,26664,1226,1060,118,1838.5375,0.9621778846153847,0.7115384615384616,0.8173076923076923,0.0,0.11396538461538461
2021-07-01,Streetwear,Performance,61,18436,711,613,71,881.8196721311475,0.9612065573770492,0.7213114754098361,0.6885245901639344,0.0,0.1715688524590164
2021-07-01,Streetwear,Standard,25,1005,130,113,22,628.664,0.970668,0.6,0.68,0.0,0.17559999999999998
2021-08-01,Casual,Activewear,2,36,19,16,4,67.5,0.9333,1.0,0.0,0.0,0.3095
2021-08-01,Casual,All-weather,42,3573,335,292,73,363.4,0.9420619047619048,0.6666666666666666,0.6666666666666666,0.0,0.19759047619047618
2021-08-01,GenZ,Trendy,56,6607,527,452,56,553.9142857142857,0.9666678571428572,0.6428571428571429,0.6607142857142857,0.0,0.19351428571428572
2021-08-01,Outdoor,Activewear,106,37070,782,686,118,1285.7396226415094,0.9628943396226415,0.7547169811320755,0.839622641509434,0.0,0.08925943396226414
2021-08-01,Outdoor,Premium,23,5823,182,160,24,1970.2782608695652,0.9652173913043478,0.6956521739130435,0.8695652173913043,0.0,0.09849999999999999
2021-08-01,Streetwear,Balanced,70,14956,1710,1449,133,562.0942857142857,0.9366728571428571,0.7428571428571429,0.6428571428571429,0.0,0.21915285714285715
2021-08-01,Streetwear,Everyday,100,24058,1213,1045,139,1462.2479999999998,0.953668,0.68,0.82,0.0,0.127011
2021-08-01,Streetwear,Performance,63,17993,655,573,72,744.0269841269841,0.9619047619047619,0.7619047619047619,0.6825396825396826,0.0,0.16502063492063493
2021-08-01,Streetwear,Standard,25,1027,122,111,25,592.0880000000001,0.966664,0.64,0.64,0.0,0.19128799999999999
2021-09-01,Casual,Activewear,6,48,6,6,4,240.0,0.9777833333333333,0.5,0.3333333333333333,0.0,0.1844
2021-09-01,Casual,All-weather,36,3319,194,178,37,452.84444444444443,0.9657416666666667,0.6944444444444444,0.7222222222222222,0.0,0.176225
2021-09-01,GenZ,Trendy,53,6800,308,278,69,996.0754716981132,0.9566018867924528,0.6792452830188679,0.6981132075471698,0.0,0.17042264150943395
2021-09-01,Outdoor,Activewear,102,37633,675,604,102,1981.6470588235295,0.9666637254901961,0.6372549019607843,0.8431372549019608,0.0,0.07643725490196078
2021-09-01,Outdoor,Premium,19,5125,119,104,17,1780.0052631578947,0.9701842105263158,0.6842105263157895,0.8421052631578947,0.0,0.08685263157894736
2021-09-01,Streetwear,Balanced,68,15185,1082,938,82,1049.5602941176471,0.9598044117647059,0.6176470588235294,0.6764705882352942,0.0,0.18414411764705885
2021-09-01,Streetwear,Everyday,91,22901,857,754,123,1708.3527472527473,0.9549428571428571,0.6263736263736264,0.8351648351648352,0.0,0.1174967032967033
2021-09-01,Streetwear,Performance,55,17832,375,330,55,1544.250909090909,0.9666654545454546,0.6545454545454545,0.6909090909090909,0.0,0.13345818181818184
2021-09-01,Streetwear,Standard,20,623,75,70,17,296.995,0.971675,0.65,0.7,0.0,0.15963
2021-10-01,Casual,Activewear,6,50,20,18,7,201.66666666666666,0.9611166666666667,0.5,0.3333333333333333,0.0,0.35106666666666664
